id,name,winningbid,metersread
1992,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
1993,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
1994,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
1995,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
1996,2004 Cat TH460B Telehandler,"US $31,000",NONE
1997,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
1998,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
1999,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
2000,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
2001,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
2002,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
2003,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
2004,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
2005,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
2006,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
2007,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
2008,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
2009,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
2010,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
2011,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
2012,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
2013,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
2014,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
2015,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
2016,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
2017,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
2018,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
2019,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
2020,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
2021,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
2022,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
2023,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
2024,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
2025,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
2026,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
2027,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
2028,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
2029,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
2030,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
2031,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
2032,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
2033,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
2034,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
2035,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
2036,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
2037,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
2038,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
2039,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
2040,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
2041,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
2042,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
2043,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
2044,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
2045,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
2046,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
2047,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
2048,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
2049,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
2050,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
2051,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
2052,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
2053,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
2054,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
2055,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
2056,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
2057,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
2058,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
2059,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
2060,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
2061,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
2062,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
2063,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
2064,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
2065,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
2066,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
2067,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
2068,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
2069,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
2070,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
2071,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
2072,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
2073,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
2074,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
2075,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
2076,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
2077,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
2078,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
2079,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
2080,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
2081,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
2082,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
2083,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
2084,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
2085,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
2086,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
2087,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
2088,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
2089,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
2090,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
2091,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
2092,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
2093,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
2094,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
2095,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
2096,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
2097,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
2098,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
2099,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
2100,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
2101,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
2102,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
2103,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
2104,Cat 140G Motor Grader,"US $44,000",NONE
2105,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
2106,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
2107,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
2108,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
2109,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
2110,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
2111,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
2112,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
2113,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
2114,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
2115,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
2116,2004 Cat TH460B Telehandler,"US $31,000",NONE
2117,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
2118,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
2119,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
2120,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
2121,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
2122,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
2123,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
2124,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
2125,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
2126,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
2127,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
2128,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
2129,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
2130,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
2131,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
2132,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
2133,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
2134,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
2135,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
2136,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
2137,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
2138,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
2139,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
2140,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
2141,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
2142,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
2143,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
2144,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
2145,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
2146,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
2147,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
2148,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
2149,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
2150,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
2151,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
2152,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
2153,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
2154,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
2155,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
2156,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
2157,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
2158,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
2159,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
2160,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
2161,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
2162,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
2163,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
2164,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
2165,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
2166,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
2167,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
2168,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
2169,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
2170,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
2171,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
2172,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
2173,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
2174,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
2175,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
2176,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
2177,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
2178,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
2179,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
2180,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
2181,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
2182,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
2183,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
2184,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
2185,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
2186,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
2187,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
2188,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
2189,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
2190,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
2191,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
2192,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
2193,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
2194,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
2195,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
2196,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
2197,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
2198,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
2199,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
2200,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
2201,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
2202,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
2203,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
2204,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
2205,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
2206,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
2207,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
2208,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
2209,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
2210,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
2211,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
2212,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
2213,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
2214,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
2215,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
2216,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
2217,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
2218,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
2219,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
2220,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
2221,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
2222,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
2223,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
2224,Cat 140G Motor Grader,"US $44,000",NONE
2225,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
2226,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
2227,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
2228,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
2229,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
2230,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
2231,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
2232,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
2233,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
2234,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
2235,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
2236,2004 Cat TH460B Telehandler,"US $31,000",NONE
2237,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
2238,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
2239,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
2240,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
2241,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
2242,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
2243,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
2244,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
2245,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
2246,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
2247,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
2248,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
2249,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
2250,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
2251,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
2252,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
2253,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
2254,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
2255,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
2256,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
2257,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
2258,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
2259,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
2260,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
2261,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
2262,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
2263,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
2264,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
2265,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
2266,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
2267,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
2268,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
2269,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
2270,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
2271,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
2272,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
2273,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
2274,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
2275,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
2276,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
2277,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
2278,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
2279,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
2280,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
2281,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
2282,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
2283,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
2284,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
2285,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
2286,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
2287,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
2288,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
2289,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
2290,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
2291,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
2292,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
2293,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
2294,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
2295,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
2296,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
2297,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
2298,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
2299,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
2300,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
2301,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
2302,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
2303,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
2304,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
2305,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
2306,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
2307,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
2308,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
2309,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
2310,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
2311,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
2312,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
2313,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
2314,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
2315,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
2316,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
2317,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
2318,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
2319,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
2320,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
2321,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
2322,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
2323,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
2324,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
2325,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
2326,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
2327,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
2328,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
2329,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
2330,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
2331,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
2332,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
2333,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
2334,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
2335,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
2336,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
2337,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
2338,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
2339,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
2340,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
2341,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
2342,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
2343,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
2344,Cat 140G Motor Grader,"US $44,000",NONE
2345,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
2346,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
2347,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
2348,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
