id,name,winningbid,metersread
2349,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
2350,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
2351,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
2352,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
2353,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
2354,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
2355,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
2356,2004 Cat TH460B Telehandler,"US $31,000",NONE
2357,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
2358,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
2359,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
2360,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
2361,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
2362,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
2363,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
2364,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
2365,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
2366,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
2367,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
2368,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
2369,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
2370,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
2371,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
2372,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
2373,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
2374,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
2375,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
2376,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
2377,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
2378,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
2379,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
2380,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
2381,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
2382,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
2383,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
2384,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
2385,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
2386,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
2387,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
2388,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
2389,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
2390,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
2391,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
2392,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
2393,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
2394,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
2395,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
2396,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
2397,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
2398,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
2399,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
2400,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
2401,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
2402,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
2403,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
2404,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
2405,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
2406,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
2407,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
2408,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
2409,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
2410,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
2411,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
2412,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
2413,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
2414,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
2415,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
2416,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
2417,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
2418,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
2419,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
2420,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
2421,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
2422,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
2423,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
2424,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
2425,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
2426,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
2427,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
2428,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
2429,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
2430,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
2431,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
2432,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
2433,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
2434,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
2435,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
2436,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
2437,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
2438,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
2439,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
2440,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
2441,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
2442,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
2443,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
2444,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
2445,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
2446,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
2447,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
2448,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
2449,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
2450,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
2451,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
2452,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
2453,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
2454,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
2455,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
2456,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
2457,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
2458,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
2459,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
2460,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
2461,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
2462,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
2463,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
2464,Cat 140G Motor Grader,"US $44,000",NONE
2465,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
2466,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
2467,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
2468,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
2469,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
2470,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
2471,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
2472,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
2473,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
2474,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
2475,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
2476,2004 Cat TH460B Telehandler,"US $31,000",NONE
2477,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
2478,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
2479,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
2480,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
2481,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
2482,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
2483,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
2484,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
2485,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
2486,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
2487,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
2488,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
2489,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
2490,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
2491,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
2492,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
2493,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
2494,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
2495,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
2496,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
2497,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
2498,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
2499,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
2500,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
2501,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
2502,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
2503,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
2504,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
2505,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
2506,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
2507,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
2508,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
2509,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
2510,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
2511,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
2512,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
2513,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
2514,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
2515,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
2516,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
2517,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
2518,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
2519,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
2520,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
2521,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
2522,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
2523,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
2524,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
2525,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
2526,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
2527,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
2528,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
2529,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
2530,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
2531,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
2532,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
2533,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
2534,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
2535,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
2536,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
2537,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
2538,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
2539,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
2540,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
2541,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
2542,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
2543,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
2544,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
2545,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
2546,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
2547,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
2548,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
2549,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
2550,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
2551,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
2552,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
2553,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
2554,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
2555,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
2556,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
2557,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
2558,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
2559,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
2560,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
2561,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
2562,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
2563,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
2564,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
2565,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
2566,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
2567,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
2568,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
2569,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
2570,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
2571,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
2572,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
2573,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
2574,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
2575,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
2576,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
2577,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
2578,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
2579,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
2580,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
2581,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
2582,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
2583,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
2584,Cat 140G Motor Grader,"US $44,000",NONE
2585,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
2586,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
2587,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
2588,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
2589,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
2590,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
2591,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
2592,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
2593,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
2594,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
2595,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
2596,2004 Cat TH460B Telehandler,"US $31,000",NONE
2597,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
2598,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
2599,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
2600,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
2601,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
2602,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
2603,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
2604,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
2605,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
2606,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
2607,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
2608,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
2609,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
2610,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
2611,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
2612,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
2613,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
2614,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
2615,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
2616,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
2617,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
2618,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
2619,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
2620,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
2621,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
2622,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
2623,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
2624,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
2625,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
2626,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
2627,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
2628,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
2629,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
2630,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
2631,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
2632,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
2633,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
2634,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
2635,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
2636,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
2637,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
2638,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
2639,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
2640,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
2641,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
2642,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
2643,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
2644,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
2645,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
2646,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
2647,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
2648,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
2649,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
2650,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
2651,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
2652,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
2653,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
2654,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
2655,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
2656,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
2657,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
2658,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
2659,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
2660,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
2661,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
2662,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
